item	nominal	currency	maturity	period	interest_rate	interest_currency
128	1300000	EUR	11	3	0.02	USD
128	1300000	EUR	11	4	-0.19	USD
128	1300000	EUR	11	5	-0.38	USD
128	1300000	EUR	11	6	-0.52	USD
128	1300000	EUR	11	7	-0.69	USD
128	1300000	EUR	11	8	-0.8	USD
128	1300000	EUR	11	9	-0.93	USD
128	1300000	EUR	11	10	-1.11	USD
128	1300000	EUR	11	1	0.53	EUR
128	1300000	EUR	11	2	0.55	EUR
128	1300000	EUR	11	3	0.7	EUR
128	1300000	EUR	11	4	0.74	EUR
128	1300000	EUR	11	5	0.88	EUR
128	1300000	EUR	11	6	0.15	EUR
128	1300000	EUR	11	7	1.13	EUR
128	1300000	EUR	11	8	1.35	EUR
128	1300000	EUR	11	9	1.57	EUR
128	1300000	EUR	11	10	1.74	EUR
129	-2700000	USD	14	1	0.28	USD
129	-2700000	USD	14	2	0.13	USD
129	-2700000	USD	14	3	0.02	USD
129	-2700000	USD	14	4	-0.19	USD
129	-2700000	USD	14	5	-0.38	USD
129	-2700000	USD	14	6	-0.52	USD
129	-2700000	USD	14	7	-0.69	USD
129	-2700000	USD	14	8	-0.8	USD
129	-2700000	USD	14	9	-0.93	USD
129	-2700000	USD	14	10	-1.11	USD
129	-2700000	USD	14	1	0.53	EUR
129	-2700000	USD	14	2	0.55	EUR
129	-2700000	USD	14	3	0.7	EUR
129	-2700000	USD	14	4	0.74	EUR
129	-2700000	USD	14	5	0.88	EUR
129	-2700000	USD	14	6	0.15	EUR
129	-2700000	USD	14	7	1.13	EUR
129	-2700000	USD	14	8	1.35	EUR
129	-2700000	USD	14	9	1.57	EUR
129	-2700000	USD	14	10	1.74	EUR
130	26900000	USD	8	1	0.28	USD
130	26900000	USD	8	2	0.13	USD
130	26900000	USD	8	3	0.02	USD
130	26900000	USD	8	4	-0.19	USD
130	26900000	USD	8	5	-0.38	USD
130	26900000	USD	8	6	-0.52	USD
130	26900000	USD	8	7	-0.69	USD
130	26900000	USD	8	8	-0.8	USD
130	26900000	USD	8	9	-0.93	USD
130	26900000	USD	8	10	-1.11	USD
130	26900000	USD	8	1	0.53	EUR
130	26900000	USD	8	2	0.55	EUR
130	26900000	USD	8	3	0.7	EUR
130	26900000	USD	8	4	0.74	EUR
130	26900000	USD	8	5	0.88	EUR
130	26900000	USD	8	6	0.15	EUR
130	26900000	USD	8	7	1.13	EUR
130	26900000	USD	8	8	1.35	EUR
130	26900000	USD	8	9	1.57	EUR
130	26900000	USD	8	10	1.74	EUR
131	32000000	USD	7	1	0.28	USD
131	32000000	USD	7	2	0.13	USD
131	32000000	USD	7	3	0.02	USD
131	32000000	USD	7	4	-0.19	USD
131	32000000	USD	7	5	-0.38	USD
131	32000000	USD	7	6	-0.52	USD
131	32000000	USD	7	7	-0.69	USD
131	32000000	USD	7	8	-0.8	USD
131	32000000	USD	7	9	-0.93	USD
131	32000000	USD	7	10	-1.11	USD
131	32000000	USD	7	1	0.53	EUR
131	32000000	USD	7	2	0.55	EUR
131	32000000	USD	7	3	0.7	EUR
131	32000000	USD	7	4	0.74	EUR
131	32000000	USD	7	5	0.88	EUR
131	32000000	USD	7	6	0.15	EUR
131	32000000	USD	7	7	1.13	EUR
131	32000000	USD	7	8	1.35	EUR
131	32000000	USD	7	9	1.57	EUR
131	32000000	USD	7	10	1.74	EUR
132	11300000	EUR	13	1	0.28	USD
132	11300000	EUR	13	2	0.13	USD
132	11300000	EUR	13	3	0.02	USD
132	11300000	EUR	13	4	-0.19	USD
132	11300000	EUR	13	5	-0.38	USD
132	11300000	EUR	13	6	-0.52	USD
132	11300000	EUR	13	7	-0.69	USD
132	11300000	EUR	13	8	-0.8	USD
132	11300000	EUR	13	9	-0.93	USD
132	11300000	EUR	13	10	-1.11	USD
132	11300000	EUR	13	1	0.53	EUR
132	11300000	EUR	13	2	0.55	EUR
132	11300000	EUR	13	3	0.7	EUR
132	11300000	EUR	13	4	0.74	EUR
132	11300000	EUR	13	5	0.88	EUR
132	11300000	EUR	13	6	0.15	EUR
132	11300000	EUR	13	7	1.13	EUR
132	11300000	EUR	13	8	1.35	EUR
132	11300000	EUR	13	9	1.57	EUR
132	11300000	EUR	13	10	1.74	EUR
133	9900000	EUR	12	1	0.28	USD
133	9900000	EUR	12	2	0.13	USD
133	9900000	EUR	12	3	0.02	USD
133	9900000	EUR	12	4	-0.19	USD
133	9900000	EUR	12	5	-0.38	USD
133	9900000	EUR	12	6	-0.52	USD
133	9900000	EUR	12	7	-0.69	USD
133	9900000	EUR	12	8	-0.8	USD
133	9900000	EUR	12	9	-0.93	USD
133	9900000	EUR	12	10	-1.11	USD
133	9900000	EUR	12	1	0.53	EUR
133	9900000	EUR	12	2	0.55	EUR
133	9900000	EUR	12	3	0.7	EUR
133	9900000	EUR	12	4	0.74	EUR
133	9900000	EUR	12	5	0.88	EUR
133	9900000	EUR	12	6	0.15	EUR
133	9900000	EUR	12	7	1.13	EUR
133	9900000	EUR	12	8	1.35	EUR
133	9900000	EUR	12	9	1.57	EUR
133	9900000	EUR	12	10	1.74	EUR
134	5000000	EUR	12	1	0.28	USD
134	5000000	EUR	12	2	0.13	USD
134	5000000	EUR	12	3	0.02	USD
134	5000000	EUR	12	4	-0.19	USD
134	5000000	EUR	12	5	-0.38	USD
134	5000000	EUR	12	6	-0.52	USD
134	5000000	EUR	12	7	-0.69	USD
134	5000000	EUR	12	8	-0.8	USD
134	5000000	EUR	12	9	-0.93	USD
134	5000000	EUR	12	10	-1.11	USD
134	5000000	EUR	12	1	0.53	EUR
134	5000000	EUR	12	2	0.55	EUR
134	5000000	EUR	12	3	0.7	EUR
134	5000000	EUR	12	4	0.74	EUR
134	5000000	EUR	12	5	0.88	EUR
134	5000000	EUR	12	6	0.15	EUR
134	5000000	EUR	12	7	1.13	EUR
134	5000000	EUR	12	8	1.35	EUR
134	5000000	EUR	12	9	1.57	EUR
134	5000000	EUR	12	10	1.74	EUR
135	6700000	EUR	12	1	0.28	USD
135	6700000	EUR	12	2	0.13	USD
135	6700000	EUR	12	3	0.02	USD
135	6700000	EUR	12	4	-0.19	USD
135	6700000	EUR	12	5	-0.38	USD
135	6700000	EUR	12	6	-0.52	USD
135	6700000	EUR	12	7	-0.69	USD
135	6700000	EUR	12	8	-0.8	USD
135	6700000	EUR	12	9	-0.93	USD
135	6700000	EUR	12	10	-1.11	USD
135	6700000	EUR	12	1	0.53	EUR
135	6700000	EUR	12	2	0.55	EUR
135	6700000	EUR	12	3	0.7	EUR
135	6700000	EUR	12	4	0.74	EUR
135	6700000	EUR	12	5	0.88	EUR
135	6700000	EUR	12	6	0.15	EUR
135	6700000	EUR	12	7	1.13	EUR
135	6700000	EUR	12	8	1.35	EUR
135	6700000	EUR	12	9	1.57	EUR
135	6700000	EUR	12	10	1.74	EUR
136	-4900000	USD	16	1	0.28	USD
136	-4900000	USD	16	2	0.13	USD
136	-4900000	USD	16	3	0.02	USD
136	-4900000	USD	16	4	-0.19	USD
136	-4900000	USD	16	5	-0.38	USD
136	-4900000	USD	16	6	-0.52	USD
136	-4900000	USD	16	7	-0.69	USD
136	-4900000	USD	16	8	-0.8	USD
136	-4900000	USD	16	9	-0.93	USD
136	-4900000	USD	16	10	-1.11	USD
136	-4900000	USD	16	1	0.53	EUR
136	-4900000	USD	16	2	0.55	EUR
136	-4900000	USD	16	3	0.7	EUR
136	-4900000	USD	16	4	0.74	EUR
136	-4900000	USD	16	5	0.88	EUR
136	-4900000	USD	16	6	0.15	EUR
136	-4900000	USD	16	7	1.13	EUR
136	-4900000	USD	16	8	1.35	EUR
136	-4900000	USD	16	9	1.57	EUR
136	-4900000	USD	16	10	1.74	EUR
137	-49700000	EUR	7	1	0.28	USD
137	-49700000	EUR	7	2	0.13	USD
137	-49700000	EUR	7	3	0.02	USD
137	-49700000	EUR	7	4	-0.19	USD
137	-49700000	EUR	7	5	-0.38	USD
137	-49700000	EUR	7	6	-0.52	USD
137	-49700000	EUR	7	7	-0.69	USD
137	-49700000	EUR	7	8	-0.8	USD
137	-49700000	EUR	7	9	-0.93	USD
137	-49700000	EUR	7	10	-1.11	USD
137	-49700000	EUR	7	1	0.53	EUR
137	-49700000	EUR	7	2	0.55	EUR
137	-49700000	EUR	7	3	0.7	EUR
137	-49700000	EUR	7	4	0.74	EUR
137	-49700000	EUR	7	5	0.88	EUR
137	-49700000	EUR	7	6	0.15	EUR
137	-49700000	EUR	7	7	1.13	EUR
137	-49700000	EUR	7	8	1.35	EUR
137	-49700000	EUR	7	9	1.57	EUR
137	-49700000	EUR	7	10	1.74	EUR
138	48100000	USD	7	1	0.28	USD
138	48100000	USD	7	2	0.13	USD
138	48100000	USD	7	3	0.02	USD
138	48100000	USD	7	4	-0.19	USD
138	48100000	USD	7	5	-0.38	USD
138	48100000	USD	7	6	-0.52	USD
138	48100000	USD	7	7	-0.69	USD
138	48100000	USD	7	8	-0.8	USD
138	48100000	USD	7	9	-0.93	USD
138	48100000	USD	7	10	-1.11	USD
138	48100000	USD	7	1	0.53	EUR
138	48100000	USD	7	2	0.55	EUR
138	48100000	USD	7	3	0.7	EUR
138	48100000	USD	7	4	0.74	EUR
138	48100000	USD	7	5	0.88	EUR
138	48100000	USD	7	6	0.15	EUR
138	48100000	USD	7	7	1.13	EUR
138	48100000	USD	7	8	1.35	EUR
138	48100000	USD	7	9	1.57	EUR
138	48100000	USD	7	10	1.74	EUR
139	1300000	EUR	14	1	0.28	USD
139	1300000	EUR	14	2	0.13	USD
139	1300000	EUR	14	3	0.02	USD
139	1300000	EUR	14	4	-0.19	USD
139	1300000	EUR	14	5	-0.38	USD
139	1300000	EUR	14	6	-0.52	USD
139	1300000	EUR	14	7	-0.69	USD
139	1300000	EUR	14	8	-0.8	USD
139	1300000	EUR	14	9	-0.93	USD
139	1300000	EUR	14	10	-1.11	USD
139	1300000	EUR	14	1	0.53	EUR
139	1300000	EUR	14	2	0.55	EUR
139	1300000	EUR	14	3	0.7	EUR
139	1300000	EUR	14	4	0.74	EUR
139	1300000	EUR	14	5	0.88	EUR
139	1300000	EUR	14	6	0.15	EUR
139	1300000	EUR	14	7	1.13	EUR
139	1300000	EUR	14	8	1.35	EUR
139	1300000	EUR	14	9	1.57	EUR
139	1300000	EUR	14	10	1.74	EUR
140	-17000000	EUR	7	1	0.28	USD
140	-17000000	EUR	7	2	0.13	USD
140	-17000000	EUR	7	3	0.02	USD
140	-17000000	EUR	7	4	-0.19	USD
140	-17000000	EUR	7	5	-0.38	USD
140	-17000000	EUR	7	6	-0.52	USD
140	-17000000	EUR	7	7	-0.69	USD
140	-17000000	EUR	7	8	-0.8	USD
140	-17000000	EUR	7	9	-0.93	USD
140	-17000000	EUR	7	10	-1.11	USD
140	-17000000	EUR	7	1	0.53	EUR
140	-17000000	EUR	7	2	0.55	EUR
140	-17000000	EUR	7	3	0.7	EUR
140	-17000000	EUR	7	4	0.74	EUR
140	-17000000	EUR	7	5	0.88	EUR
140	-17000000	EUR	7	6	0.15	EUR
140	-17000000	EUR	7	7	1.13	EUR
140	-17000000	EUR	7	8	1.35	EUR
140	-17000000	EUR	7	9	1.57	EUR
140	-17000000	EUR	7	10	1.74	EUR
141	36400000	USD	8	1	0.28	USD
141	36400000	USD	8	2	0.13	USD
141	36400000	USD	8	3	0.02	USD
141	36400000	USD	8	4	-0.19	USD
141	36400000	USD	8	5	-0.38	USD
141	36400000	USD	8	6	-0.52	USD
141	36400000	USD	8	7	-0.69	USD
141	36400000	USD	8	8	-0.8	USD
141	36400000	USD	8	9	-0.93	USD
141	36400000	USD	8	10	-1.11	USD
141	36400000	USD	8	1	0.53	EUR
141	36400000	USD	8	2	0.55	EUR
141	36400000	USD	8	3	0.7	EUR
141	36400000	USD	8	4	0.74	EUR
141	36400000	USD	8	5	0.88	EUR
141	36400000	USD	8	6	0.15	EUR
141	36400000	USD	8	7	1.13	EUR
141	36400000	USD	8	8	1.35	EUR
141	36400000	USD	8	9	1.57	EUR
141	36400000	USD	8	10	1.74	EUR
142	34300000	EUR	9	1	0.28	USD
142	34300000	EUR	9	2	0.13	USD
142	34300000	EUR	9	3	0.02	USD
142	34300000	EUR	9	4	-0.19	USD
142	34300000	EUR	9	5	-0.38	USD
142	34300000	EUR	9	6	-0.52	USD
142	34300000	EUR	9	7	-0.69	USD
142	34300000	EUR	9	8	-0.8	USD
142	34300000	EUR	9	9	-0.93	USD
142	34300000	EUR	9	10	-1.11	USD
142	34300000	EUR	9	1	0.53	EUR
142	34300000	EUR	9	2	0.55	EUR
142	34300000	EUR	9	3	0.7	EUR
142	34300000	EUR	9	4	0.74	EUR
142	34300000	EUR	9	5	0.88	EUR
142	34300000	EUR	9	6	0.15	EUR
142	34300000	EUR	9	7	1.13	EUR
142	34300000	EUR	9	8	1.35	EUR
142	34300000	EUR	9	9	1.57	EUR
142	34300000	EUR	9	10	1.74	EUR
143	100000	USD	7	1	0.28	USD
143	100000	USD	7	2	0.13	USD
143	100000	USD	7	3	0.02	USD
143	100000	USD	7	4	-0.19	USD
143	100000	USD	7	5	-0.38	USD
143	100000	USD	7	6	-0.52	USD
143	100000	USD	7	7	-0.69	USD
143	100000	USD	7	8	-0.8	USD
143	100000	USD	7	9	-0.93	USD
143	100000	USD	7	10	-1.11	USD
143	100000	USD	7	1	0.53	EUR
143	100000	USD	7	2	0.55	EUR
143	100000	USD	7	3	0.7	EUR
143	100000	USD	7	4	0.74	EUR
143	100000	USD	7	5	0.88	EUR
143	100000	USD	7	6	0.15	EUR
143	100000	USD	7	7	1.13	EUR
143	100000	USD	7	8	1.35	EUR
143	100000	USD	7	9	1.57	EUR
143	100000	USD	7	10	1.74	EUR
144	-16800000	EUR	10	1	0.28	USD
144	-16800000	EUR	10	2	0.13	USD
144	-16800000	EUR	10	3	0.02	USD
144	-16800000	EUR	10	4	-0.19	USD
144	-16800000	EUR	10	5	-0.38	USD
144	-16800000	EUR	10	6	-0.52	USD
144	-16800000	EUR	10	7	-0.69	USD
144	-16800000	EUR	10	8	-0.8	USD
144	-16800000	EUR	10	9	-0.93	USD
144	-16800000	EUR	10	10	-1.11	USD
144	-16800000	EUR	10	1	0.53	EUR
144	-16800000	EUR	10	2	0.55	EUR
144	-16800000	EUR	10	3	0.7	EUR
144	-16800000	EUR	10	4	0.74	EUR
144	-16800000	EUR	10	5	0.88	EUR
144	-16800000	EUR	10	6	0.15	EUR
144	-16800000	EUR	10	7	1.13	EUR
144	-16800000	EUR	10	8	1.35	EUR
144	-16800000	EUR	10	9	1.57	EUR
144	-16800000	EUR	10	10	1.74	EUR
145	-40100000	USD	9	1	0.28	USD
145	-40100000	USD	9	2	0.13	USD
145	-40100000	USD	9	3	0.02	USD
145	-40100000	USD	9	4	-0.19	USD
145	-40100000	USD	9	5	-0.38	USD
145	-40100000	USD	9	6	-0.52	USD
145	-40100000	USD	9	7	-0.69	USD
145	-40100000	USD	9	8	-0.8	USD
145	-40100000	USD	9	9	-0.93	USD
145	-40100000	USD	9	10	-1.11	USD
145	-40100000	USD	9	1	0.53	EUR
145	-40100000	USD	9	2	0.55	EUR
145	-40100000	USD	9	3	0.7	EUR
145	-40100000	USD	9	4	0.74	EUR
145	-40100000	USD	9	5	0.88	EUR
145	-40100000	USD	9	6	0.15	EUR
145	-40100000	USD	9	7	1.13	EUR
145	-40100000	USD	9	8	1.35	EUR
145	-40100000	USD	9	9	1.57	EUR
145	-40100000	USD	9	10	1.74	EUR
146	-43700000	EUR	9	1	0.28	USD
146	-43700000	EUR	9	2	0.13	USD
146	-43700000	EUR	9	3	0.02	USD
146	-43700000	EUR	9	4	-0.19	USD
146	-43700000	EUR	9	5	-0.38	USD
146	-43700000	EUR	9	6	-0.52	USD
146	-43700000	EUR	9	7	-0.69	USD
146	-43700000	EUR	9	8	-0.8	USD
146	-43700000	EUR	9	9	-0.93	USD
146	-43700000	EUR	9	10	-1.11	USD
146	-43700000	EUR	9	1	0.53	EUR
146	-43700000	EUR	9	2	0.55	EUR
146	-43700000	EUR	9	3	0.7	EUR
146	-43700000	EUR	9	4	0.74	EUR
146	-43700000	EUR	9	5	0.88	EUR
146	-43700000	EUR	9	6	0.15	EUR
146	-43700000	EUR	9	7	1.13	EUR
146	-43700000	EUR	9	8	1.35	EUR
146	-43700000	EUR	9	9	1.57	EUR
146	-43700000	EUR	9	10	1.74	EUR
147	44200000	EUR	10	1	0.28	USD
147	44200000	EUR	10	2	0.13	USD
147	44200000	EUR	10	3	0.02	USD
147	44200000	EUR	10	4	-0.19	USD
147	44200000	EUR	10	5	-0.38	USD
147	44200000	EUR	10	6	-0.52	USD
147	44200000	EUR	10	7	-0.69	USD
147	44200000	EUR	10	8	-0.8	USD
147	44200000	EUR	10	9	-0.93	USD
147	44200000	EUR	10	10	-1.11	USD
147	44200000	EUR	10	1	0.53	EUR
147	44200000	EUR	10	2	0.55	EUR
147	44200000	EUR	10	3	0.7	EUR
147	44200000	EUR	10	4	0.74	EUR
147	44200000	EUR	10	5	0.88	EUR
147	44200000	EUR	10	6	0.15	EUR
147	44200000	EUR	10	7	1.13	EUR
147	44200000	EUR	10	8	1.35	EUR
147	44200000	EUR	10	9	1.57	EUR
147	44200000	EUR	10	10	1.74	EUR
148	21300000	EUR	6	1	0.28	USD
148	21300000	EUR	6	2	0.13	USD
148	21300000	EUR	6	3	0.02	USD
148	21300000	EUR	6	4	-0.19	USD
148	21300000	EUR	6	5	-0.38	USD
148	21300000	EUR	6	6	-0.52	USD
148	21300000	EUR	6	7	-0.69	USD
148	21300000	EUR	6	8	-0.8	USD
148	21300000	EUR	6	9	-0.93	USD
148	21300000	EUR	6	10	-1.11	USD
148	21300000	EUR	6	1	0.53	EUR
148	21300000	EUR	6	2	0.55	EUR
148	21300000	EUR	6	3	0.7	EUR
148	21300000	EUR	6	4	0.74	EUR
148	21300000	EUR	6	5	0.88	EUR
148	21300000	EUR	6	6	0.15	EUR
148	21300000	EUR	6	7	1.13	EUR
148	21300000	EUR	6	8	1.35	EUR
148	21300000	EUR	6	9	1.57	EUR
148	21300000	EUR	6	10	1.74	EUR
149	47000000	USD	12	1	0.28	USD
149	47000000	USD	12	2	0.13	USD
149	47000000	USD	12	3	0.02	USD
149	47000000	USD	12	4	-0.19	USD
149	47000000	USD	12	5	-0.38	USD
149	47000000	USD	12	6	-0.52	USD
149	47000000	USD	12	7	-0.69	USD
149	47000000	USD	12	8	-0.8	USD
149	47000000	USD	12	9	-0.93	USD
149	47000000	USD	12	10	-1.11	USD
149	47000000	USD	12	1	0.53	EUR
149	47000000	USD	12	2	0.55	EUR
149	47000000	USD	12	3	0.7	EUR
149	47000000	USD	12	4	0.74	EUR
149	47000000	USD	12	5	0.88	EUR
149	47000000	USD	12	6	0.15	EUR
149	47000000	USD	12	7	1.13	EUR
149	47000000	USD	12	8	1.35	EUR
149	47000000	USD	12	9	1.57	EUR
149	47000000	USD	12	10	1.74	EUR
150	41300000	EUR	10	1	0.28	USD
150	41300000	EUR	10	2	0.13	USD
150	41300000	EUR	10	3	0.02	USD
150	41300000	EUR	10	4	-0.19	USD
150	41300000	EUR	10	5	-0.38	USD
150	41300000	EUR	10	6	-0.52	USD
150	41300000	EUR	10	7	-0.69	USD
150	41300000	EUR	10	8	-0.8	USD
150	41300000	EUR	10	9	-0.93	USD
150	41300000	EUR	10	10	-1.11	USD
150	41300000	EUR	10	1	0.53	EUR
150	41300000	EUR	10	2	0.55	EUR
150	41300000	EUR	10	3	0.7	EUR
150	41300000	EUR	10	4	0.74	EUR
150	41300000	EUR	10	5	0.88	EUR
150	41300000	EUR	10	6	0.15	EUR
150	41300000	EUR	10	7	1.13	EUR
150	41300000	EUR	10	8	1.35	EUR
150	41300000	EUR	10	9	1.57	EUR
150	41300000	EUR	10	10	1.74	EUR
151	14900000	EUR	9	1	0.28	USD
151	14900000	EUR	9	2	0.13	USD
151	14900000	EUR	9	3	0.02	USD
151	14900000	EUR	9	4	-0.19	USD
151	14900000	EUR	9	5	-0.38	USD
151	14900000	EUR	9	6	-0.52	USD
151	14900000	EUR	9	7	-0.69	USD
151	14900000	EUR	9	8	-0.8	USD
151	14900000	EUR	9	9	-0.93	USD
151	14900000	EUR	9	10	-1.11	USD
151	14900000	EUR	9	1	0.53	EUR
151	14900000	EUR	9	2	0.55	EUR
151	14900000	EUR	9	3	0.7	EUR
151	14900000	EUR	9	4	0.74	EUR
151	14900000	EUR	9	5	0.88	EUR
151	14900000	EUR	9	6	0.15	EUR
151	14900000	EUR	9	7	1.13	EUR
151	14900000	EUR	9	8	1.35	EUR
151	14900000	EUR	9	9	1.57	EUR
151	14900000	EUR	9	10	1.74	EUR
152	27900000	EUR	11	1	0.28	USD
152	27900000	EUR	11	2	0.13	USD
152	27900000	EUR	11	3	0.02	USD
152	27900000	EUR	11	4	-0.19	USD
152	27900000	EUR	11	5	-0.38	USD
152	27900000	EUR	11	6	-0.52	USD
152	27900000	EUR	11	7	-0.69	USD
152	27900000	EUR	11	8	-0.8	USD
152	27900000	EUR	11	9	-0.93	USD
152	27900000	EUR	11	10	-1.11	USD
152	27900000	EUR	11	1	0.53	EUR
152	27900000	EUR	11	2	0.55	EUR
152	27900000	EUR	11	3	0.7	EUR
152	27900000	EUR	11	4	0.74	EUR
152	27900000	EUR	11	5	0.88	EUR
152	27900000	EUR	11	6	0.15	EUR
152	27900000	EUR	11	7	1.13	EUR
152	27900000	EUR	11	8	1.35	EUR
152	27900000	EUR	11	9	1.57	EUR
152	27900000	EUR	11	10	1.74	EUR
153	35700000	EUR	11	1	0.28	USD
153	35700000	EUR	11	2	0.13	USD
153	35700000	EUR	11	3	0.02	USD
153	35700000	EUR	11	4	-0.19	USD
153	35700000	EUR	11	5	-0.38	USD
153	35700000	EUR	11	6	-0.52	USD
153	35700000	EUR	11	7	-0.69	USD
153	35700000	EUR	11	8	-0.8	USD
153	35700000	EUR	11	9	-0.93	USD
153	35700000	EUR	11	10	-1.11	USD
153	35700000	EUR	11	1	0.53	EUR
153	35700000	EUR	11	2	0.55	EUR
153	35700000	EUR	11	3	0.7	EUR
153	35700000	EUR	11	4	0.74	EUR
153	35700000	EUR	11	5	0.88	EUR
153	35700000	EUR	11	6	0.15	EUR
153	35700000	EUR	11	7	1.13	EUR
153	35700000	EUR	11	8	1.35	EUR
153	35700000	EUR	11	9	1.57	EUR
153	35700000	EUR	11	10	1.74	EUR
154	25900000	EUR	16	1	0.28	USD
154	25900000	EUR	16	2	0.13	USD
154	25900000	EUR	16	3	0.02	USD
154	25900000	EUR	16	4	-0.19	USD
154	25900000	EUR	16	5	-0.38	USD
154	25900000	EUR	16	6	-0.52	USD
154	25900000	EUR	16	7	-0.69	USD
154	25900000	EUR	16	8	-0.8	USD
154	25900000	EUR	16	9	-0.93	USD
154	25900000	EUR	16	10	-1.11	USD
154	25900000	EUR	16	1	0.53	EUR
154	25900000	EUR	16	2	0.55	EUR
154	25900000	EUR	16	3	0.7	EUR
154	25900000	EUR	16	4	0.74	EUR
154	25900000	EUR	16	5	0.88	EUR
154	25900000	EUR	16	6	0.15	EUR
154	25900000	EUR	16	7	1.13	EUR
154	25900000	EUR	16	8	1.35	EUR
154	25900000	EUR	16	9	1.57	EUR
154	25900000	EUR	16	10	1.74	EUR
155	-23600000	EUR	13	1	0.28	USD
155	-23600000	EUR	13	2	0.13	USD
155	-23600000	EUR	13	3	0.02	USD
155	-23600000	EUR	13	4	-0.19	USD
155	-23600000	EUR	13	5	-0.38	USD
155	-23600000	EUR	13	6	-0.52	USD
155	-23600000	EUR	13	7	-0.69	USD
155	-23600000	EUR	13	8	-0.8	USD
155	-23600000	EUR	13	9	-0.93	USD
155	-23600000	EUR	13	10	-1.11	USD
155	-23600000	EUR	13	1	0.53	EUR
155	-23600000	EUR	13	2	0.55	EUR
155	-23600000	EUR	13	3	0.7	EUR
155	-23600000	EUR	13	4	0.74	EUR
155	-23600000	EUR	13	5	0.88	EUR
155	-23600000	EUR	13	6	0.15	EUR
155	-23600000	EUR	13	7	1.13	EUR
155	-23600000	EUR	13	8	1.35	EUR
155	-23600000	EUR	13	9	1.57	EUR
155	-23600000	EUR	13	10	1.74	EUR
156	-34000000	EUR	9	1	0.28	USD
156	-34000000	EUR	9	2	0.13	USD
156	-34000000	EUR	9	3	0.02	USD
156	-34000000	EUR	9	4	-0.19	USD
156	-34000000	EUR	9	5	-0.38	USD
156	-34000000	EUR	9	6	-0.52	USD
156	-34000000	EUR	9	7	-0.69	USD
156	-34000000	EUR	9	8	-0.8	USD
156	-34000000	EUR	9	9	-0.93	USD
156	-34000000	EUR	9	10	-1.11	USD
156	-34000000	EUR	9	1	0.53	EUR
156	-34000000	EUR	9	2	0.55	EUR
156	-34000000	EUR	9	3	0.7	EUR
156	-34000000	EUR	9	4	0.74	EUR
156	-34000000	EUR	9	5	0.88	EUR
156	-34000000	EUR	9	6	0.15	EUR
156	-34000000	EUR	9	7	1.13	EUR
156	-34000000	EUR	9	8	1.35	EUR
156	-34000000	EUR	9	9	1.57	EUR
156	-34000000	EUR	9	10	1.74	EUR
157	12200000	EUR	13	1	0.28	USD
157	12200000	EUR	13	2	0.13	USD
157	12200000	EUR	13	3	0.02	USD
157	12200000	EUR	13	4	-0.19	USD
157	12200000	EUR	13	5	-0.38	USD
157	12200000	EUR	13	6	-0.52	USD
157	12200000	EUR	13	7	-0.69	USD
157	12200000	EUR	13	8	-0.8	USD
157	12200000	EUR	13	9	-0.93	USD
157	12200000	EUR	13	10	-1.11	USD
157	12200000	EUR	13	1	0.53	EUR
157	12200000	EUR	13	2	0.55	EUR
157	12200000	EUR	13	3	0.7	EUR
157	12200000	EUR	13	4	0.74	EUR
157	12200000	EUR	13	5	0.88	EUR
157	12200000	EUR	13	6	0.15	EUR
157	12200000	EUR	13	7	1.13	EUR
157	12200000	EUR	13	8	1.35	EUR
157	12200000	EUR	13	9	1.57	EUR
157	12200000	EUR	13	10	1.74	EUR
158	-45300000	EUR	11	1	0.28	USD
158	-45300000	EUR	11	2	0.13	USD
158	-45300000	EUR	11	3	0.02	USD
158	-45300000	EUR	11	4	-0.19	USD
158	-45300000	EUR	11	5	-0.38	USD
158	-45300000	EUR	11	6	-0.52	USD
158	-45300000	EUR	11	7	-0.69	USD
158	-45300000	EUR	11	8	-0.8	USD
158	-45300000	EUR	11	9	-0.93	USD
158	-45300000	EUR	11	10	-1.11	USD
158	-45300000	EUR	11	1	0.53	EUR
158	-45300000	EUR	11	2	0.55	EUR
158	-45300000	EUR	11	3	0.7	EUR
158	-45300000	EUR	11	4	0.74	EUR
158	-45300000	EUR	11	5	0.88	EUR
158	-45300000	EUR	11	6	0.15	EUR
158	-45300000	EUR	11	7	1.13	EUR
158	-45300000	EUR	11	8	1.35	EUR
158	-45300000	EUR	11	9	1.57	EUR
158	-45300000	EUR	11	10	1.74	EUR
159	29200000	EUR	7	1	0.28	USD
159	29200000	EUR	7	2	0.13	USD
159	29200000	EUR	7	3	0.02	USD
159	29200000	EUR	7	4	-0.19	USD
159	29200000	EUR	7	5	-0.38	USD
159	29200000	EUR	7	6	-0.52	USD
159	29200000	EUR	7	7	-0.69	USD
159	29200000	EUR	7	8	-0.8	USD
159	29200000	EUR	7	9	-0.93	USD
159	29200000	EUR	7	10	-1.11	USD
159	29200000	EUR	7	1	0.53	EUR
159	29200000	EUR	7	2	0.55	EUR
159	29200000	EUR	7	3	0.7	EUR
159	29200000	EUR	7	4	0.74	EUR
159	29200000	EUR	7	5	0.88	EUR
159	29200000	EUR	7	6	0.15	EUR
159	29200000	EUR	7	7	1.13	EUR
159	29200000	EUR	7	8	1.35	EUR
159	29200000	EUR	7	9	1.57	EUR
159	29200000	EUR	7	10	1.74	EUR
160	41000000	USD	14	1	0.28	USD
